artistName,spotifyName,imageUrl,genres,spotifyUrl
Talk Talk,Talk Talk,https://i.scdn.co/image/1d64b14523c4a0a3a09879fd133b539b390256f1,"['melancholia', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",https://open.spotify.com/artist/7Fo8TAyGJr4VmhE68QamMf
Prefab Sprout,Prefab Sprout,https://i.scdn.co/image/ab6772690000c46c1f272ff8ca78ef4c70e49f70,"['melancholia', 'new romantic', 'new wave pop', 'sophisti-pop']",https://open.spotify.com/artist/4w3QqrcmBv8dasemwBXmxf
Enigma,Enigma,https://i.scdn.co/image/ab6761610000e5eb164b51afe7db16a6e6c063c3,"['downtempo', 'gregorian dance']",https://open.spotify.com/artist/3DmG65yHQsMms7WAvrZOdt
Röyksopp,Röyksopp,https://i.scdn.co/image/ab6761610000e5eb804f352e162347a18f6401fa,"['downtempo', 'electronica', 'indietronica', 'neo-synthpop', 'trip hop']",https://open.spotify.com/artist/5nPOO9iTcrs9k6yFffPxjH
Coldplay,Coldplay,https://i.scdn.co/image/ab6761610000e5eb989ed05e1f0570cc4726c2d3,"['permanent wave', 'pop']",https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU
Faithless,Faithless,https://i.scdn.co/image/ab6761610000e5eb68d5bfb2fad14c9364c1b094,"['big beat', 'downtempo', 'electronica', 'trip hop']",https://open.spotify.com/artist/5T4UKHhr4HGIC0VzdZQtAE
Madonna,Madonna,https://i.scdn.co/image/ab6761610000e5eb4b36d28b55620959821f4a5b,"['dance pop', 'pop']",https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW
Icehouse,ICEHOUSE,https://i.scdn.co/image/31b4f749eeccc5a22f2fdcef5e4089973ab4524f,"['australian rock', 'new romantic', 'sophisti-pop', 'synthpop']",https://open.spotify.com/artist/3IUisqn0mluZR0LITs8Sqk
Sade,Sade,https://i.scdn.co/image/ab6761610000e5eb92883b0e094a36d2f43ad284,"['british soul', 'sophisti-pop']",https://open.spotify.com/artist/47zz7sob9NUcODy0BTDvKx
Moby,Moby,https://i.scdn.co/image/ab6761610000e5eb85e8c6cc75e2810460c84564,"['downtempo', 'electronica']",https://open.spotify.com/artist/3OsRAKCvk37zwYcnzRf5XF
Dido,Dido,https://i.scdn.co/image/ab6761610000e5eb87150e785bd32b08bf0ba550,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",https://open.spotify.com/artist/2mpeljBig2IXLXRAFO9AAs
Depeche Mode,Depeche Mode,https://i.scdn.co/image/ab6761610000e5ebaff13c9484fdad590ccfb73c,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']",https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX
Café Del Mar,Café del Mar,https://i.scdn.co/image/ab6761610000e5eba821973cfe8dcbd8a0dd950a,['chill lounge'],https://open.spotify.com/artist/4L74W177Wc8s7WrQHbVaXt
Basia,Basia,https://i.scdn.co/image/d012cf65fd4d32771c8efb12e951d8e62171d9de,"['smooth jazz', 'sophisti-pop']",https://open.spotify.com/artist/4mITrNyXdPhy8phBHPgAHk
Camouflage,Camouflage,https://i.scdn.co/image/ab6761610000e5eb95a1a611760ed4ca441a706a,"['new romantic', 'synthpop']",https://open.spotify.com/artist/2YTbBGa3Tf2rRPhiJxWoUN
Electronic,Electronic,https://i.scdn.co/image/bff753651fffafa6c87f63d5200add3864e897c5,"['britpop', 'dance rock', 'madchester', 'new romantic', 'synthpop']",https://open.spotify.com/artist/3xYNGCooNIzKMAtJYKSOyq
George Michael,George Michael,https://i.scdn.co/image/ab6761610000e5ebf8b74c36ba6c31fc0f58783c,['new wave pop'],https://open.spotify.com/artist/19ra5tSw0tWufvUp8GotLo
The Adventures,The Adventures,https://i.scdn.co/image/400a04688477c94cdab56b0b9486e8293ec9f2ba,['synthpop'],https://open.spotify.com/artist/6ZXLmQi3SPQEh8mXNDldRC
Fiction Factory,Fiction Factory,https://i.scdn.co/image/ab6761610000e5eb82aa23889d2834526dd22ec5,"['new romantic', 'new wave pop', 'scottish new wave']",https://open.spotify.com/artist/6T6T5RCps6bHzTSDq8pyFj
Groove Armada,Groove Armada,https://i.scdn.co/image/ab6761610000e5eb922cfaf258406578ccb12bcc,"['big beat', 'electronica', 'nu skool breaks', 'trip hop']",https://open.spotify.com/artist/67tgMwUfnmqzYsNAtnP6YJ
Portishead,Portishead,https://i.scdn.co/image/05d3721739aee511a898081ab140daa7890a0120,"['alternative rock', 'art pop', 'dark pop', 'electronica', 'laboratorio', 'trip hop']",https://open.spotify.com/artist/6liAMWkVf5LH7YR9yfFy1Y
Marc Almond,Marc Almond,https://i.scdn.co/image/ab6761610000e5eb7b800ea76191ca2f8ddd7c5a,"['new romantic', 'new wave pop', 'solo wave', 'sophisti-pop', 'synthpop']",https://open.spotify.com/artist/7nBZYpVAH6bD0QlD7Mpil7
Cock Robin,Cock Robin,https://i.scdn.co/image/ab6772690000c46c9ab26ec62ad35bcda97ac10d,"['heartland rock', 'new romantic']",https://open.spotify.com/artist/1MOoTIFOvJ60ATvyRXPPXg
Cut Copy,Cut Copy,https://i.scdn.co/image/ab6761610000e5eba853e2d9139528ce18f94119,"['alternative dance', 'australian dance', 'australian electropop', 'electronic rock', 'electronica', 'indietronica', 'neo-synthpop']",https://open.spotify.com/artist/4EENT7N7rCBwrddM3s0vFS
Spandau Ballet,Spandau Ballet,https://i.scdn.co/image/3c45e8cba287ba947471687ee1bb9bd421c84937,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",https://open.spotify.com/artist/2urZrEdsq72kx0UzfYN8Yv
Katie Melua,Katie Melua,https://i.scdn.co/image/ab6761610000e5eb888215e00782152b9590eb71,['uk pop'],https://open.spotify.com/artist/5uCXJWo3WoXgqv3T1RlAbh
Deacon Blue,Deacon Blue,https://i.scdn.co/image/ab6761610000e5ebda66570ecfb944b60436a5ba,"['new romantic', 'new wave pop', 'scottish rock', 'sophisti-pop']",https://open.spotify.com/artist/5jqKIZLB5WA5KquEihB3ND
Gorillaz,Gorillaz,https://i.scdn.co/image/ab6761610000e5eb337d671a32b2f44d4a4e6cf2,"['alternative hip hop', 'modern rock', 'rock']",https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ
Lady Gaga,Lady Gaga,https://i.scdn.co/image/ab6761610000e5ebc8d3d98a1bccbe71393dbfbf,"['art pop', 'dance pop', 'pop']",https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms
Kosheen,Kosheen,https://i.scdn.co/image/ab6761610000e5eb532c9025e40e86a9f78be068,"['big beat', 'electronica', 'trip hop']",https://open.spotify.com/artist/5squ8uM6fhMQY71t9xobJC
Nik Kershaw,Nik Kershaw,https://i.scdn.co/image/ab6761610000e5eb68a6b441e694ee02110b44a1,"['new romantic', 'new wave', 'new wave pop']",https://open.spotify.com/artist/7kCL98rPFsNKjAHDmWrMac
Vitamin Z,Vitamin Z,https://i.scdn.co/image/ab67616d0000b2730e30a21eef193edce1ab8ab6,"['deep new wave', 'synthpop']",https://open.spotify.com/artist/20VtqNfLGmw8DoFlHlakh5
Jean-Michel Jarre,Jean-Michel Jarre,https://i.scdn.co/image/b52c1d09b0fb64ab4a88b84f3166dc5886826be1,"['laboratorio', 'synthesizer', 'vintage french electronic']",https://open.spotify.com/artist/5MhLmv7GgyjbxGqiIGasvT
Ministry of Sound,Ministry of Sound,https://i.scdn.co/image/ab67616d0000b27326a8e41a0df9401e5f5c1a9b,[],https://open.spotify.com/artist/16vZOhVwJphbpzKpQ8y92Z
Simply Red,Simply Red,https://i.scdn.co/image/ab6761610000e5ebdf126340c69932e9c9ff27de,"['british soul', 'new romantic', 'new wave pop', 'soft rock', 'sophisti-pop']",https://open.spotify.com/artist/1fa0cOhromAZdq2xRA4vv8
Fleetwood Mac,Fleetwood Mac,https://i.scdn.co/image/ab6761610000e5eb249d55f2d68a44637905c57e,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X
Duffy,Duffy,https://i.scdn.co/image/ab6772690000c46c50e750d1aed632c37a450ffb,['british soul'],https://open.spotify.com/artist/37NqXwtb6nIEqRt4EJSoIO
Japan,Japan,https://i.scdn.co/image/ab6761610000e5ebd6303454ba06d4934fcc43c6,"['melancholia', 'new romantic', 'new wave', 'synthpop']",https://open.spotify.com/artist/7vPXrGlSGukcwpaPxUfKKR
INXS,INXS,https://i.scdn.co/image/ab6761610000e5eb9bfd44c9bd2aae22edfd99bf,"['australian rock', 'dance rock', 'funk rock', 'new romantic', 'new wave', 'rock']",https://open.spotify.com/artist/1eClJfHLoDI4rZe5HxzBFv
ABC,ABC,https://i.scdn.co/image/5f3a5d166208f063be876b29d54fe4d2f6290c3f,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",https://open.spotify.com/artist/2s79xe5F6eUQkjwjww27Fh
Pleq,Pleq,https://i.scdn.co/image/ab6761610000e5ebb629bd4cd256c9c00429347a,"['glitch', 'nu age', 'polish ambient']",https://open.spotify.com/artist/3KM3C5enn7uaAOpZ2uUGdO
Segue,Segue,https://i.scdn.co/image/ab6761610000e5eb53c1e9bcbaf1bdf548fd85c8,['ambient dub techno'],https://open.spotify.com/artist/6l64C1xRcgpmGszthSr4cf
Max Richter,Max Richter,https://i.scdn.co/image/ab6761610000e5eb1476a56321d66220e391d1c8,"['compositional ambient', 'post-minimalism']",https://open.spotify.com/artist/2VZNmg4vCnew4Pavo8zDdW
Celer,Celer,https://i.scdn.co/image/ab6761610000e5ebda1ff5837c7329bf44a03aaf,"['ambient', 'drift', 'drone', 'sound art', 'warm drone']",https://open.spotify.com/artist/6nDeZk1AU320DQaj8pD80O
Pjusk,Pjusk,https://i.scdn.co/image/ab6761610000e5ebb4c8d6cf0a2626384dbbc5dc,"['drift', 'nordic ambient', 'warm drone']",https://open.spotify.com/artist/1iqn4OAlsj7UVYzIfNGctq
Pleq & Segue,Pleq & Segue,https://i.scdn.co/image/ab67616d0000b2734b39669f6eed6c6ae8dfc9e3,['abstract'],https://open.spotify.com/artist/3R3dtWGfh0rbbPuGpXFdry
Burial,Burial,https://i.scdn.co/image/ab6761610000e5eb4be7334b7aed9ca32a732aeb,"['classic dubstep', 'electronica', 'future garage', 'hauntology', 'intelligent dance music', 'trip hop', 'uk bass', 'wonky']",https://open.spotify.com/artist/0uCCBpmg6MrPb1KY2msceF
Magnitophono,Magnitophono,https://i.scdn.co/image/ab67616d0000b2733f5d6da1c40086c216c6a786,[],https://open.spotify.com/artist/5wrQahoPcPAJuNaUm9smkL
andy graydon,Andy Graydon,https://i.scdn.co/image/ab6761610000e5ebd92f70a178ea5783cb2d8f3c,[],https://open.spotify.com/artist/6XnwsvHCKsCUvJsdyfFwN8
ddekombinacja,Ddekombinacja,https://i.scdn.co/image/ab67616d0000b273cde3f28c5a66d0c897930c61,[],https://open.spotify.com/artist/1lCWk4yGEzwH5v4m2pEJsC
Pleq & Anna Rose Carter,Pleq & Anna Rose Carter,,[],
Go Koyashiki,Go Koyashiki,https://i.scdn.co/image/ab67616d0000b2731e476b58ac1a3fddb2fe11a4,[],https://open.spotify.com/artist/2ae7TT2PhbcddjiA11CxXq
Dustin O'Halloran,Dustin O'Halloran,https://i.scdn.co/image/ab6761610000e5eb9fa10970821c5a5406c03e0e,['compositional ambient'],https://open.spotify.com/artist/6UEYawMcp2M4JFoXVOtZEq
offthesky,Offthesky,https://i.scdn.co/image/ab67616d0000b273c6e5f74780cefbcda721caff,"['drift', 'nu age']",https://open.spotify.com/artist/4ONVtyIDcg2al7SsTEGn8t
Nebulo,Nebuloz,https://i.scdn.co/image/ab6761610000e5ebe3446e4bd65e16755d828b21,[],https://open.spotify.com/artist/14VY1u4hBB2tOJutRCXuDE
Fjordne,Fjordne,https://i.scdn.co/image/ab67616d0000b2739258d13aa9fb924c83939df4,['compositional ambient'],https://open.spotify.com/artist/4Zuhw9hRgeWtX6DLVxxcEh
Pleq & Chihiro,Pleq & Chihiro,,[],
Spyweirdos,Spyweirdos,https://i.scdn.co/image/ab6761610000e5eb7ba2b7dfae7de49146342137,[],https://open.spotify.com/artist/4FCi4Id7cNdZJUTBEOTtNG
billy gomberg + offthesky,billy gomberg + offthesky,,[],
Deru,Deru,https://i.scdn.co/image/ab6761610000e5ebccfe06af1538cbffdcaafeb2,"['abstract', 'ambient', 'ambient idm', 'nu age', 'wonky']",https://open.spotify.com/artist/4GolrXXRODq7bAGCod4JoV
Lukid,Lukid,https://i.scdn.co/image/ab6761610000e5eb82daf7f2b92821da69b83eb7,['wonky'],https://open.spotify.com/artist/3a2bPqijV6I1SBKKK9ikMg
Manekinekod,Manekinekod,,[],https://open.spotify.com/artist/4xDiNFkRMsjZi8kdjLskCN
Danny Norbury,Danny Norbury,https://i.scdn.co/image/ab67616d0000b273ed71560056978a48512b4f91,"['compositional ambient', 'modern cello', 'nu age']",https://open.spotify.com/artist/5AVdeBRaOsTtoXqQFyPVhE
Shinkei & Mise En Scene,Shinkei & Mise En Scene,,[],
aslope,Aslope,https://i.scdn.co/image/ab67616d0000b2732ba70a5dad5ecaccb5600b37,['ambient idm'],https://open.spotify.com/artist/0Y2gaF1z4Ikt10IWocsHFy
The Notwist,The Notwist,https://i.scdn.co/image/ab6761610000e5ebad425f11aa91fab163376a94,"['german indie', 'indietronica']",https://open.spotify.com/artist/1o4xLcugkCtDDOw7POAMha
Off the Sky,Off The Sky,,[],https://open.spotify.com/artist/34lT36j7M0D59VILLAsdvY
strom noir,Strom Noir,https://i.scdn.co/image/ab67616d0000b273da7f97efd22508adb61dec3b,[],https://open.spotify.com/artist/2rd719s1KGy76HJyc6kXe4
Aless,Alesso,https://i.scdn.co/image/ab6761610000e5eb85bb0aa225cf7e0dbc9fcefe,"['dance pop', 'edm', 'pop', 'pop dance']",https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t
Philippe Lamy,Philippe Lamy,https://i.scdn.co/image/ab67616d0000b273b5be3b25c130dc5116133303,[],https://open.spotify.com/artist/7qSL0LVldFwg0dCxkQ4Pos
Part Timer,Part Timer,https://i.scdn.co/image/ab6761610000e5eb5bf0260c8b78166e5875de89,['nu age'],https://open.spotify.com/artist/1oPbG8AEmYoaQB8wwbK4fq
Deaf Center,Deaf Center,https://i.scdn.co/image/2d64cf53189f7812b411e19f1cee4e78d8df84d6,"['ambient', 'compositional ambient', 'drone', 'norwegian experimental', 'nu age']",https://open.spotify.com/artist/0GQJRlsTD8irKEDcClYiiA
Lauki,Lauki,https://i.scdn.co/image/ab6761610000e5ebb3d6e536caead7737d393c7a,[],https://open.spotify.com/artist/6FjigvZ5vgDSeZOw0QXdif
Big Brotherz,Big Brotherz,https://i.scdn.co/image/ab67616d0000b27330c981d872fa2d5a1c76f416,[],https://open.spotify.com/artist/0N7k0rIeJTuLPq0KfmavPZ
cokiyu,Cokiyu,https://i.scdn.co/image/ab6761610000e5eb096b94ed9214cec43bab9c91,['j-ambient'],https://open.spotify.com/artist/7zxbGCI5DeZCwpbYXn20it
Verbose,Verbose,https://i.scdn.co/image/ab6761610000e5eb938661dbb4c909d33855690e,[],https://open.spotify.com/artist/1Al5S8yfbkli0pSn6lzWW6
Worm Is Green,Worm is Green,https://i.scdn.co/image/ab6761610000e5eb81deacdf9638129499563164,"['glitch pop', 'icelandic electronic']",https://open.spotify.com/artist/4inrWs8Lw70piYltyaX9vb
Library Tapes,Library Tapes,https://i.scdn.co/image/ab6761610000e5ebb7341aee28dedb76bd1de424,"['compositional ambient', 'neo-classical', 'nu age']",https://open.spotify.com/artist/2ojlS7imGFiZ8A8tXXGEt7
Richard Skelton,Richard Skelton,https://i.scdn.co/image/70aab81b376e43972de283cf9498ccda52524b1f,"['drone', 'mandible', 'nu age', 'uk experimental electronic', 'warm drone']",https://open.spotify.com/artist/6BoM37XyiBS6cPNFe43EXo
Matryoshka,matryoshka,https://i.scdn.co/image/ab67616d0000b2737f8c7432ea7ee31bdd20329f,"['j-ambient', 'japanese post-rock']",https://open.spotify.com/artist/4NRS2lkQBjAEWBihpcKUGK
Aidan Baker,Aidan Baker,https://i.scdn.co/image/ab6761610000e5eb4798eb1cf0b3562a8128f9c8,"['canadian experimental', 'drone']",https://open.spotify.com/artist/7wPBSl15ddi9mRCgIllOa9
Ylid,Ylid,,[],https://open.spotify.com/artist/497Y5Ti8ocLKYlIHKiuJKx
Daisuke Miyatani,Daisuke Miyatani,https://i.scdn.co/image/ab6761610000e5ebb070f250a69870e353686774,['j-ambient'],https://open.spotify.com/artist/00W9E7VkwAsnbpofU3fziZ
Dakota Suite,Dakota Suite,https://i.scdn.co/image/6ec345f8df9e4c1a650f9c840f976cefef74bc46,['slowcore'],https://open.spotify.com/artist/0BFRrMqOHuc1fxGWXMinHd
Ryonkt,Ryonkt,,[],https://open.spotify.com/artist/37iU7pZJElrZrMs145JxaG
Hird,Hird,https://i.scdn.co/image/ab67616d0000b273bfbc32ad0afcda403f5c6e50,"['electro jazz', 'nu jazz', 'trip hop']",https://open.spotify.com/artist/33nGdwPVGbU7cFuIh9OnTu
Svarte Greiner,Svarte Greiner,https://i.scdn.co/image/e684d6a92b39ebc2aead2f333c2219916657033b,"['drone', 'nordic ambient', 'norwegian experimental', 'nu age', 'warm drone']",https://open.spotify.com/artist/37lOOt5pumxC6rAUAI8cIL
The Boats,The Boats,https://i.scdn.co/image/ab6761610000e5ebc9625ec8bc69a9c22b4638a1,"['nu age', 'warm drone']",https://open.spotify.com/artist/12LR7O3LG2tezoEBx1yhRa
The Sound Of Lucrecia,The Sound of Lucrecia,,[],https://open.spotify.com/artist/0XD1a3uCKiWqcMnADrq489
Porzellan,Porzellan,https://i.scdn.co/image/ab67616d0000b2730f39641a85e29c1203431a39,[],https://open.spotify.com/artist/2Vs4J6p93QK21QGrXektx0
Deep Forest,Deep Forest,https://i.scdn.co/image/ab6761610000e5eb567d5bf08636494fb122f15e,"['healing', 'new age']",https://open.spotify.com/artist/4pAYkltTzVhqBZuDekCHa3
Porcupine Tree,Porcupine Tree,https://i.scdn.co/image/ab6761610000e5ebc4f72407be5d96db73982400,"['progressive metal', 'progressive rock']",https://open.spotify.com/artist/5NXHXK6hOCotCF8lvGM1I0
De/Vision,De/Vision,https://i.scdn.co/image/98d255221158a11ce8f9c3e0cbc4ebd202cdddca,"['dark wave', 'ebm', 'futurepop', 'synthpop']",https://open.spotify.com/artist/1bN9idF4rgIhaaKFpwgzoQ
Radiohead,Radiohead,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",https://open.spotify.com/artist/4Z8W4fKeB5YxbusRsdQVPb
Robbie Williams,Robbie Williams,https://i.scdn.co/image/ab6761610000e5eb15709ba37709bc245a116a1c,"['dance rock', 'europop']",https://open.spotify.com/artist/2HcwFjNelS49kFbfvMxQYw
VAST,Vast,https://i.scdn.co/image/f0055cb11680d04cdaea46c7fbdc41df5740633d,[],https://open.spotify.com/artist/48dSb4OvI8hAPpHqBBYyig
Michael Jackson,Michael Jackson,https://i.scdn.co/image/ab6761610000e5eb0e08ea2c4d6789fbf5cbe0aa,"['r&b', 'soul']",https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm
עברי לידר,עברי לידר,,[],
The Cure,The Cure,https://i.scdn.co/image/7ca743e822b80133971ccf5c70fcbd77a4f4f508,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",https://open.spotify.com/artist/7bu3H8JO7d0UbMoVzbo70s
אביב גפן,אביב גפן,,[],
Enrique Iglesias,Enrique Iglesias,https://i.scdn.co/image/ab6761610000e5eb2335f74de53ef9b9fd7889c8,"['dance pop', 'latin pop', 'mexican pop']",https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw
God Is an Astronaut,God Is An Astronaut,https://i.scdn.co/image/ab6761610000e5eb85c4a13f730e23ba5e726b40,"['cosmic post-rock', 'instrumental post-rock', 'post-rock']",https://open.spotify.com/artist/079svMEXkbT5nGU2kfoqO2
Pink Floyd,Pink Floyd,https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9
יוני בלוך,יוני בלוך והמלאכיות,,[],https://open.spotify.com/artist/4FS0GzGqGYjprZuszU0zXy
Planet Funk,Planet Funk,https://i.scdn.co/image/ab6761610000e5ebb321f5df4245ddf39bad8b27,['electronic rock'],https://open.spotify.com/artist/4c4Ce4N4vJOs3Tzee020S4
The Cranberries,The Cranberries,https://i.scdn.co/image/143c01f407ed64a4b3bcbc92d24c05ef80981251,"['irish rock', 'pop rock', 'rock']",https://open.spotify.com/artist/7t0rwkOPGlDPEhaOcVtOt9
Scissor Sisters,Scissor Sisters,https://i.scdn.co/image/ab6761610000e5eb064aceda61eac4b617a9ad3f,"['dance pop', 'dance rock']",https://open.spotify.com/artist/3Y10boYzeuFCJ4Qgp53w6o
דניאל סלומון,דניאל סלומון,,[],
אביתר בנאי,אביתר בנאי,,[],
Mew,Mew,https://i.scdn.co/image/ab6761610000e5eb94e9e7cff50fde27c86dc0b2,"['danish alternative rock', 'danish rock', 'dream pop', 'melancholia']",https://open.spotify.com/artist/6kDMoHTcBICPILP2aclPWZ
Stereophonics,Stereophonics,https://i.scdn.co/image/ab6761610000e5eb9eeb3f2569bb34874643bb72,"['britpop', 'modern rock', 'welsh rock']",https://open.spotify.com/artist/21UJ7PRWb3Etgsu99f8yo8
Garbage,Garbage,https://i.scdn.co/image/ab6761610000e5eb3bb09eeb97b323472241d512,"['alternative rock', 'dance rock', 'electronic rock', 'permanent wave']",https://open.spotify.com/artist/6S0GHTqz5sxK5f9HtLXn9q
Placebo,Placebo,https://i.scdn.co/image/ab6761610000e5ebc8b42133fea50275b77f45e2,"['alternative rock', 'britpop', 'permanent wave', 'rock']",https://open.spotify.com/artist/6RZUqkomCmb8zCRqc9eznB
Infected Mushroom,Infected Mushroom,https://i.scdn.co/image/ab6761610000e5eb2ea36e7e9e49762e4a5c7d9b,['psychedelic trance'],https://open.spotify.com/artist/6S2tas4z6DyIklBajDqJxI
Delerium,Delerium,https://i.scdn.co/image/8c9a60f1d60a561dcf862abd908feb56399b0c13,['gregorian dance'],https://open.spotify.com/artist/0IUq1plF3ON4Fboj1bE6kN
Scorpions,Scorpions,https://i.scdn.co/image/ab6761610000e5eb7440170c0628c2945da819c3,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'rock']",https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY
Rock Star Supernova,Rock Star Supernova,https://i.scdn.co/image/ab67616d0000b2733756abb3a88f39ff4ee3a798,['supergroup'],https://open.spotify.com/artist/2BKxotZtUpXm9qXdqUKeb8
Dolores O'Riordan,Dolores O'Riordan,https://i.scdn.co/image/ab6761610000e5eb3cf67d20f5b4340778da5ca8,['limerick indie'],https://open.spotify.com/artist/55s643XPig11NyYM8do64C
Tommy Lee,Tommy Lee,https://i.scdn.co/image/ab6761610000e5eb0bbcc9087f90d8e3206507e6,['rock drums'],https://open.spotify.com/artist/4b9L0p4cMof32XvjwT9YrX
Roxette,Roxette,https://i.scdn.co/image/ab6761610000e5eb347ca7e9f41f3ff8e2b19034,"['europop', 'swedish pop', 'synthpop']",https://open.spotify.com/artist/2SHhfs4BiDxGQ3oxqf0UHY
Paradise Lost,Paradise Lost,https://i.scdn.co/image/ab6761610000e5ebee02e036e8fc0d01f8b34da1,"['doom metal', 'gothic metal', 'groove metal', 'metal', 'symphonic metal', 'uk doom metal']",https://open.spotify.com/artist/0gIo6kGl4KsCeIbqtZVHYp
Keane,Keane,https://i.scdn.co/image/ab6761610000e5eb6fa4f7efaf78eb1bc0486d27,"['neo mellow', 'piano rock', 'pop rock']",https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz
Jamiroquai,Jamiroquai,https://i.scdn.co/image/ab6761610000e5eb7e6dca959714339b69e9718d,['dance pop'],https://open.spotify.com/artist/6J7biCazzYhU3gM9j1wfid
James Blunt,James Blunt,https://i.scdn.co/image/ab6761610000e5eb3863fa2fdb07fb4fe1a9607d,"['neo mellow', 'pop rock']",https://open.spotify.com/artist/7KMqksf0UMdyA0UCf4R3ux
Reamonn,Reamonn,https://i.scdn.co/image/b7cac4fc6c3bd565d9f88344f05390cd76b04a3e,"['german pop', 'german pop rock']",https://open.spotify.com/artist/4VH2QabEORUUhN1F1cYQ6N
Blackfield,Blackfield,https://i.scdn.co/image/ab6761610000e5eb2ac16a4965e159614d5dbea4,['progressive metal'],https://open.spotify.com/artist/3xrzXKnScjOEoy172vsJMW
a-ha,a-ha,https://i.scdn.co/image/ab6761610000e5eb0168ba8148c07c2cdeb7d067,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",https://open.spotify.com/artist/2jzc5TC5TVFLXQlBNiIUzE
